,Unnamed: 0,construct_year,number_of_room,size_metre,Elevator,Parking,Cage,Balcon,main_neighbourhood,price_perMetre_Tooman,floor
0,0,1369,0,34,0,0,1,0,میدان انقلاب,44117000.0,0.0
1,1,1386,2,80,1,1,1,0,پونک,70000000.0,3.0
2,2,1393,2,92,1,1,1,0,المهدی، خیابان فکوری (خ. زیتون),76847000.0,4.0
3,3,1401,3,130,1,1,1,0,سهروردی,90000000.0,3.0
4,4,1399,3,230,1,1,1,0,نیاوران,152173000.0,6.0
5,5,1400,2,130,1,1,1,0,ولنجک,142307000.0,3.0
6,6,1400,2,90,1,1,1,0,جنت‌آباد مرکزی,90000000.0,8.0
7,7,1398,3,176,1,1,1,0,دولت‌آباد,35000000.0,7.0
8,8,1385,3,181,1,1,1,0,الهیه,116022000.0,5.0
9,9,1395,2,138,1,1,1,0,سعادت‌آباد,100000000.0,2.0
10,10,1401,3,120,1,1,1,0,دکتر هوشیار,52000000.0,4.0
11,11,1401,1,65,1,1,1,0,باغ فیض,65384000.0,11.0
12,12,1389,1,51,0,0,1,0,آذری,25490000.0,4.0
13,13,1399,2,107,1,1,1,0,دولت‌آباد,44205000.0,3.0
14,14,1400,2,97,1,1,1,0,دریاچه شهدای خلیج فارس,49484000.0,20.0
15,15,1382,2,100,0,1,1,0,سازمان برنامه، خیابان سازمان برنامه شمالی (ب. علامه جعفری),55000000.0,2.0
16,16,1375,2,87,0,0,0,0,توحید,42528000.0,3.0
17,17,1392,2,82,1,1,1,0,شهر زیبا,56097000.0,2.0
18,18,1394,3,162,1,1,1,0,ولنجک,133950000.0,4.0
19,19,1399,2,101,1,1,0,0,پیروزی,52475000.0,2.0
20,20,1401,3,204,1,1,1,0,اقدسیه,176470000.0,2.0
21,21,1386,2,74,0,1,1,0,پونک,71621000.0,1.0
22,22,1382,2,70,0,1,1,0,اباذر، خیابان استاد رحیم جدی (مقداد) (بلوار اباذر),58571000.0,4.0
23,23,1399,2,87,1,1,1,0,تهرانپارس شرقی,19540000.0,9.0
24,24,1390,2,90,1,1,1,0,هروی,65555000.0,4.0
25,25,1395,2,110,1,1,1,0,دریاچه شهدای خلیج فارس,50000000.0,8.0
26,26,1383,2,64,0,1,1,0,جنت‌آباد شمالی,53906000.0,3.0
27,27,1382,2,94,0,1,1,0,جنت‌آباد شمالی,57446000.0,1.0
28,28,1396,2,88,1,1,1,0,سلسبیل,47159000.0,4.0
29,29,1400,2,98,1,1,1,0,تهرانپارس شرقی,15000000.0,2.0
30,30,1395,3,136,1,1,1,0,سعادت‌آباد,139705000.0,5.0
31,31,1382,1,40,0,0,1,0,آذربایجان,44750000.0,3.0
32,32,1397,3,135,1,1,1,0,دهکده المپیک,55000000.0,16.0
33,33,1401,2,108,1,1,1,0,اختیاریه,133000000.0,3.0
34,34,1397,3,139,1,1,1,0,گیشا (کوی نصر),68345000.0,5.0
35,35,1401,2,85,1,1,1,0,استاد معین,50588000.0,1.0
36,36,1398,2,85,1,1,1,0,حکمت,97647000.0,3.0
37,37,1383,2,65,0,0,1,0,جیحون,38769000.0,2.0
38,38,1401,3,155,1,1,1,0,گیشا (کوی نصر),96129000.0,1.0
39,39,1396,2,105,1,1,1,0,گیشا (کوی نصر),82380000.0,5.0
40,40,1401,2,170,1,1,1,0,گیشا (کوی نصر),123529000.0,3.0
41,41,1401,2,110,1,1,1,0,دریاچه شهدای خلیج فارس,39090000.0,1.0
42,42,1381,2,108,1,0,1,0,سازمان آب,50000000.0,1.0
43,43,1381,2,76,0,1,0,0,شهرک نفت (منطقه ۵),62500000.0,1.0
44,44,1386,4,261,0,1,1,1,شهرک غرب,45000000000.0,
45,45,1384,3,154,1,1,1,0,جردن,94155000.0,4.0
46,46,1401,3,126,1,1,1,0,اباذر,98000000.0,4.0
47,47,1388,2,64,0,1,1,0,پونک,67968000.0,3.0
48,48,1382,2,95,1,1,1,0,ستارخان,56315000.0,1.0
49,49,1397,2,123,1,1,1,0,دریاچه شهدای خلیج فارس,39918000.0,2.0
50,50,1401,1,90,1,1,1,0,جردن,255555000.0,3.0
51,51,1385,2,78,1,1,1,0,پونک,75641000.0,1.0
52,52,1381,2,84,0,1,1,0,پونک، بلوار میرزابابایی (بلوار سردار جنگل),68452000.0,1.0
53,53,1400,3,155,1,1,1,0,مبارک‌آباد بهشتی,16000000.0,2.0
54,54,1385,3,158,1,1,1,0,شهرک غرب,145569000.0,6.0
55,55,1392,2,65,1,1,0,0,مولوی,23846000.0,1.0
56,56,1385,3,200,1,1,1,0,نیاوران,115000000.0,5.0
57,57,1385,1,42,1,1,1,0,هاشمی,44047000.0,2.0
58,58,1380,1,33,0,0,1,0,سلیمانی,41818000.0,2.0
59,59,1393,2,64,0,1,1,0,اندیشه (شهر زیبا),23906000.0,1.0
60,60,1372,2,75,0,0,1,0,ستارخان,36666000.0,1.0
61,61,1398,1,50,1,1,1,0,مبارک‌آباد بهشتی,18500000.0,3.0
62,62,1386,2,120,1,1,1,0,سعادت‌آباد,105000000.0,5.0
63,63,1385,2,80,1,1,1,0,ستارخان، خیابان اسدی (خ. ستارخان),50000000.0,5.0
64,64,1386,3,131,1,1,1,0,دریاچه شهدای خلیج فارس,48091000.0,3.0
65,65,1401,2,92,1,1,1,0,استاد معین,38043000.0,4.0
66,66,1385,1,50,1,1,1,0,سازمان برنامه,74000000.0,1.0
67,67,1400,2,107,1,1,1,0,شهرک غرب,89719000.0,8.0
68,68,1401,2,82,1,1,1,0,میرداماد، خیابان دکتر شریعتی,116560000.0,3.0
69,69,1401,2,96,1,1,1,0,تهران‌سر,54166000.0,1.0
70,70,1401,2,95,1,1,1,0,آذربایجان,53684000.0,5.0
71,71,1397,1,41,1,1,0,0,جی,40000000.0,1.0
72,72,1401,2,102,1,1,0,0,جی,36000000.0,3.0
73,73,1394,1,52,1,0,1,0,جیحون,46153000.0,3.0
74,74,1400,2,106,1,1,1,0,مبارک‌آباد بهشتی,16839000.0,2.0
75,75,1392,2,93,0,1,1,0,زنجان,46451000.0,2.0
76,76,1401,2,115,1,1,1,0,باغ فیض، بزرگراه ستاری,79304000.0,1.0
77,77,1385,1,51,0,0,1,0,سلسبیل,36274000.0,4.0
78,78,1382,2,64,0,1,1,0,پونک، میدان شهید آسترکی (خیابان شاهد),65625000.0,1.0
79,79,1375,1,55,0,0,1,0,تهرانپارس غربی، کوچه دانشور,59090000.0,2.0
80,80,1400,2,107,1,1,1,0,پونک,78000000.0,2.0
81,81,1401,3,195,1,1,1,0,تهرانپارس غربی,79230000.0,3.0
82,82,1391,1,48,1,1,1,0,اوقاف,48958000.0,3.0
83,83,1388,2,84,1,1,1,0,شهران شمالی,57142000.0,5.0
84,84,1395,2,98,1,1,1,0,فرمانیه,106122000.0,5.0
85,85,1394,2,108,1,1,1,0,قیطریه,106481000.0,3.0
86,86,1390,1,55,1,0,1,0,نارمک,54545000.0,5.0
87,87,1381,2,90,1,1,0,0,مرزداران,66111000.0,5.0
88,88,1389,2,82,1,1,1,0,هروی,62195000.0,1.0
89,89,1385,2,115,1,1,1,0,سعادت‌آباد,91304000.0,2.0
90,90,1391,2,80,1,1,1,0,شمس‌آباد,66250000.0,3.0
91,91,1401,2,96,1,1,1,0,شمس‌آباد,75000000.0,3.0
92,92,1401,3,188,1,1,1,0,تهران‌نو,63829000.0,1.0
93,93,1384,4,298,1,1,1,0,نیاوران,114093000.0,6.0
94,94,1400,3,222,1,1,1,0,اقدسیه,170000000.0,4.0
95,95,1400,3,235,1,1,1,0,نیاوران,169574000.0,3.0
96,96,1401,3,120,1,1,1,0,مجیدیه,64916000.0,4.0
97,97,1401,2,100,1,1,1,0,چیتگر,17500000.0,9.0
98,98,1395,1,47,1,0,1,0,شهرک ولیعصر,36170000.0,3.0
99,99,1399,2,90,1,1,1,0,جنت‌آباد جنوبی,81111000.0,2.0
100,100,1399,2,90,1,1,1,0,پونک,81111000.0,2.0
101,101,1398,2,90,1,1,1,0,جنت‌آباد مرکزی,81111000.0,2.0
102,102,1398,2,97,1,1,1,0,مبارک‌آباد بهشتی,175000000.0,3.0
103,103,1401,2,100,1,1,1,0,چیتگر,12500000.0,6.0
104,104,1399,1,47,1,0,1,0,بریانک,40425000.0,2.0
105,105,1389,2,62,1,0,1,0,باغ خزانه,35483000.0,4.0
106,106,1399,1,60,1,0,1,0,بلورسازی,33333000.0,2.0
107,107,1387,2,95,1,1,1,0,تهرانپارس غربی,56842000.0,2.0
108,108,1378,3,172,1,1,1,0,الهیه,109302000.0,2.0
109,109,1401,2,120,1,1,1,0,دریاچه شهدای خلیج فارس,135416000.0,9.0
110,110,1401,3,150,1,1,1,0,سعادت‌آباد,166666000.0,6.0
111,111,1380,2,72,1,1,1,0,جنت‌آباد جنوبی,62500000.0,1.0
112,112,1400,2,122,1,1,1,0,جنت‌آباد مرکزی,75409000.0,5.0
113,113,1391,2,116,1,1,1,0,تهرانپارس غربی,66810000.0,2.0
114,114,1380,0,35,0,0,1,0,طرشت، خیابان حبیب الله (بزرگراه یادگار امام),44571000.0,
115,115,1391,2,88,1,1,1,0,مرزداران,76704000.0,5.0
116,116,1401,2,125,1,1,1,0,سعادت‌آباد,130000000.0,6.0
117,117,1382,3,165,0,1,1,0,نیرو هوایی,66666000.0,2.0
118,118,1395,2,74,1,0,1,0,جی,34054000.0,3.0
119,119,1386,3,155,1,1,1,0,شهرک غرب,80322000.0,2.0
120,120,1381,3,136,1,1,1,0,زیبادشت,47058000.0,3.0
121,121,1401,2,103,1,1,1,0,سهروردی,85000000.0,4.0
122,122,1398,2,80,1,0,1,0,مبارک‌آباد بهشتی,17000000.0,1.0
123,123,1385,2,108,1,1,1,0,تهرانپارس غربی,58333000.0,1.0
124,124,1400,2,118,1,1,1,0,ستارخان,69491000.0,3.0
125,125,1381,3,120,1,1,0,0,ستارخان,53750000.0,2.0
126,126,1400,2,100,1,1,1,0,ستارخان,65000000.0,1.0
127,127,1398,2,95,1,1,1,0,ستارخان,79473000.0,1.0
128,128,1394,2,85,1,0,1,0,ستارخان,52941000.0,2.0
129,129,1397,1,65,0,0,1,0,مبارک‌آباد بهشتی,15076000.0,3.0
130,130,1398,2,93,1,1,1,0,ستارخان,71505000.0,3.0
131,131,1381,3,150,1,1,1,0,ولنجک,68000000.0,3.0
132,132,1382,1,62,0,0,1,0,ایران,29677000.0,2.0
133,133,1401,2,78,1,0,1,0,افسریه,36282000.0,2.0
134,134,1401,2,120,1,1,1,0,ستارخان,66666000.0,4.0
135,135,1385,2,80,1,1,1,0,مرزداران,76250000.0,4.0
136,136,1387,2,114,1,1,1,0,درکه,56140000.0,2.0
137,137,1378,2,80,0,1,1,0,ستارخان,56250000.0,1.0
138,138,1401,3,240,1,1,1,0,هروی,104166000.0,4.0
139,139,1380,1,61,0,1,1,0,تهران‌سر,44918000.0,1.0
140,140,1401,2,74,1,1,1,0,تهران‌سر,56486000.0,7.0
141,141,1401,2,117,1,1,1,0,تهران‌سر,55000000.0,1.0
142,142,1395,1,47,1,1,1,0,استاد معین,57446000.0,4.0
143,143,1399,2,93,1,1,1,0,منیریه,53548000.0,1.0
144,144,1383,2,60,1,1,1,0,سازمان برنامه,73333000.0,3.0
145,145,1399,2,72,0,1,1,0,مبارک‌آباد بهشتی,20700000.0,3.0
146,146,1400,2,107,1,1,1,0,پیروزی,40000000.0,2.0
147,147,1401,3,115,1,1,1,0,جنت‌آباد شمالی,74782000.0,3.0
148,148,1395,2,70,1,1,0,0,هاشم‌آباد,25071000.0,1.0
149,149,1401,3,147,1,1,1,0,پونک,85034000.0,2.0
150,150,1401,3,142,1,1,1,0,سعادت‌آباد,89436000.0,3.0
151,151,1390,3,115,1,1,1,0,سعادت‌آباد,100869000.0,3.0
152,152,1369,4,600,0,1,1,1,الهیه,115000000000.0,
153,153,1392,3,218,1,1,1,0,زعفرانیه,188073000.0,6.0
154,154,1401,2,118,1,1,1,0,جنت‌آباد جنوبی,77966000.0,3.0
155,155,1396,3,145,1,1,1,0,جنت‌آباد مرکزی,62068000.0,2.0
156,156,1400,3,200,1,1,1,0,اباذر,90000000.0,4.0
157,157,1395,2,121,1,1,1,0,یوسف‌آباد، خیابان عظیمی اشک شهر,75619000.0,1.0
158,158,1385,2,95,1,1,1,0,ظفر,81052000.0,2.0
159,159,1394,2,100,1,1,1,0,ظفر، بلوار دلیری,80000000.0,2.0
160,160,1394,2,70,1,1,1,0,سازمان برنامه,74285000.0,4.0
161,161,1401,3,130,1,1,1,0,شهرک غرب,130000000.0,3.0
162,162,1393,2,78,1,0,1,0,پیروزی,45000000.0,2.0
163,163,1401,2,110,1,1,1,0,دهکده المپیک,30000000.0,11.0
164,164,1393,2,100,1,1,1,0,جنت‌آباد جنوبی,63500000.0,3.0
165,165,1401,3,307,1,1,1,0,ده‌ونک,146579000.0,4.0
166,166,1392,4,215,1,1,1,0,حمزه‌آباد,36000000.0,2.0
167,167,1394,2,117,1,1,1,0,مرزداران,76068000.0,4.0
168,168,1389,2,66,1,0,1,0,شمس‌آباد,51515000.0,3.0
169,169,1395,2,81,1,1,1,0,سازمان برنامه,74074000.0,4.0
170,170,1388,2,88,1,1,1,0,شهر زیبا,63636000.0,5.0
171,171,1392,2,90,1,1,1,0,پونک,80000000.0,3.0
172,172,1380,1,58,0,0,1,0,سلامت، خیابان خرمشهر (خ. کمیل),32241000.0,2.0
173,173,1395,2,87,1,1,1,0,سازمان برنامه,72988000.0,2.0
174,174,1389,1,57,1,1,1,0,کوی فردوس,68421000.0,2.0
175,175,1392,3,218,1,1,1,0,نیاوران,123853000.0,4.0
176,176,1401,3,147,1,1,1,0,قیطریه,95000000.0,3.0
177,177,1386,3,120,1,1,1,0,نیاوران,116333000.0,4.0
178,178,1401,3,270,1,1,1,0,پونک,122222000.0,4.0
179,179,1391,1,60,0,1,1,0,تهرانپارس غربی,43333000.0,4.0
180,180,1401,2,109,1,1,1,0,دریاچه شهدای خلیج فارس,44036000.0,5.0
181,181,1400,2,85,1,1,1,0,جلفا,90588000.0,4.0
182,182,1390,2,85,1,1,1,0,پونک، خیابان عدل جنوبی (ب. همت),66117000.0,1.0
183,183,1393,2,71,1,1,1,0,شهران شمالی,67605000.0,1.0
184,184,1387,2,70,1,1,1,0,کوی فردوس,55714000.0,2.0
185,185,1380,2,90,1,1,1,0,قیطریه,94444000.0,5.0
186,186,1393,1,68,1,0,1,0,پرستار,51470000.0,3.0
187,187,1392,3,181,1,1,1,0,زعفرانیه,245000000.0,4.0
188,188,1393,2,83,1,1,1,0,جنت‌آباد شمالی,71927000.0,2.0
189,189,1396,1,53,0,1,1,0,اندیشه (شهر زیبا),20377000.0,3.0
190,190,1401,3,150,1,1,1,0,تهرانپارس غربی,90000000.0,3.0
191,191,1401,2,120,1,1,1,0,جردن,120000000.0,2.0
192,192,1388,3,176,1,1,1,0,الهیه,161931000.0,2.0
193,193,1399,3,132,1,1,1,0,کوهک,41666000.0,12.0
194,194,1401,3,163,1,1,1,0,جردن,125000000.0,2.0
195,195,1400,2,72,1,1,1,0,فرمانیه,140000000.0,2.0
196,196,1400,2,90,1,1,1,0,قبا,105555000.0,3.0
197,197,1401,3,175,1,1,1,0,میرداماد,134285000.0,4.0
198,198,1380,1,63,0,0,1,0,کوی فردوس,57142000.0,3.0
199,199,1395,1,56,1,1,1,0,کوی فردوس,76785000.0,4.0
200,200,1401,1,189,1,1,1,0,پاسداران، میدان حسین آباد,75000000.0,6.0
201,201,1385,2,80,0,0,1,0,پرستار,37500000.0,3.0
202,202,1388,1,57,1,1,1,0,کوی فردوس,76315000.0,3.0
203,203,1398,2,90,1,1,1,0,اقدسیه,80555000.0,1.0
204,204,1387,1,59,1,1,1,0,شهر زیبا,61016000.0,2.0
205,205,1397,3,200,1,1,1,0,اقدسیه,230000000.0,6.0
206,206,1401,2,100,1,1,1,0,دریاچه شهدای خلیج فارس,13500000.0,6.0
207,207,1395,2,95,1,1,1,0,کن,24210000.0,3.0
208,208,1369,2,162,1,1,1,0,میدان ولیعصر، بلوار کریمخان (خیابان حافظ),41049000.0,3.0
209,209,1401,2,82,1,1,1,0,منیریه,36000000.0,4.0
210,210,1390,1,56,1,1,1,0,نارمک,66785000.0,3.0
211,211,1395,3,196,1,1,1,0,اختیاریه,86734000.0,1.0
212,212,1397,3,135,1,1,1,0,شهرک صدرا,45185000.0,16.0
213,213,1393,2,108,1,1,1,0,قیطریه,91666000.0,3.0
214,214,1395,2,72,1,0,1,0,زنجان,45000000.0,3.0
215,215,1400,2,100,1,1,1,0,درب دوم,140000000.0,2.0
216,216,1383,2,83,1,0,1,0,خزانه,22289000.0,4.0
217,217,1380,1,36,0,0,1,0,امیریه، کوچه میر کاظمیان (خ. ولیعصر),37500000.0,1.0
218,218,1371,2,132,0,1,1,0,فاطمی,45454000.0,3.0
219,219,1401,2,85,1,1,1,0,دردشت,69882000.0,2.0
220,220,1400,2,75,1,1,1,0,جنت‌آباد مرکزی,72000000.0,2.0
221,221,1384,2,97,1,1,1,0,جنت‌آباد مرکزی,59793000.0,6.0
222,222,1401,2,121,1,1,1,0,اباذر,87709000.0,6.0
223,223,1396,1,66,1,0,1,0,استاد معین,41363000.0,1.0
224,224,1400,2,80,1,1,1,0,استاد معین,42500000.0,1.0
225,225,1401,2,100,1,1,1,0,ازگل,90000000.0,3.0
226,226,1386,1,61,0,1,1,0,سبلان، میدان تسلیحات,40163000.0,2.0
227,227,1401,2,90,1,0,1,0,جی,35000000.0,1.0
228,228,1395,3,149,1,1,1,0,هروی,95302000.0,5.0
229,229,1385,3,155,1,1,1,0,هروی,70967000.0,1.0
230,230,1401,2,120,1,1,1,0,هروی,105833000.0,4.0
231,231,1397,2,95,1,1,1,0,دکتر هوشیار,46315000.0,6.0
232,232,1385,3,200,0,1,1,0,تجریش,62500000.0,3.0
233,233,1394,1,64,1,0,1,0,مخصوص,36718000.0,4.0
234,234,1392,1,56,1,1,1,0,اسکندری,50892000.0,4.0
235,235,1391,2,111,1,1,1,0,سعادت‌آباد، خیابان علامه شمالی (بلوار سرو شرقی),113513000.0,2.0
236,236,1395,2,97,1,1,1,0,استاد معین,46391000.0,2.0
237,237,1384,2,90,1,1,1,0,مرزداران,56666000.0,4.0
238,238,1379,2,70,0,1,1,0,جنت‌آباد جنوبی,64285000.0,1.0
239,239,1400,1,58,1,1,1,0,استاد معین,49137000.0,1.0
240,240,1388,2,110,1,1,1,0,سازمان برنامه,63636000.0,3.0
241,241,1401,2,120,1,1,1,0,استاد معین,39583000.0,4.0
242,242,1380,2,82,0,1,1,0,سهروردی,62195000.0,2.0
243,243,1392,2,82,1,1,1,0,پونک,93902000.0,4.0
244,244,1396,2,91,1,1,0,0,منیریه,50549000.0,3.0
245,245,1385,1,45,0,0,0,0,ائمه اطهار,24888000.0,
246,246,1400,4,320,1,1,1,0,الهیه,195312000.0,9.0
247,247,1385,3,120,1,1,1,0,سهروردی,65000000.0,4.0
248,248,1401,2,108,1,1,1,0,سهروردی,85000000.0,4.0
249,249,1401,2,92,1,0,1,0,جی,34130000.0,1.0
250,250,1392,2,115,1,1,1,0,قیطریه,76956000.0,2.0
251,251,1401,2,120,1,1,1,0,مرزداران,110000000.0,8.0
252,252,1382,3,178,1,1,1,0,جردن,91573000.0,3.0
253,253,1396,3,130,1,1,1,0,جنت‌آباد مرکزی,67692000.0,1.0
254,254,1401,2,110,1,1,1,0,نیاوران، خیابان آقایی (خ. شهید باهنر),136363000.0,3.0
255,255,1401,2,125,1,1,1,0,سعادت‌آباد,132000000.0,6.0
256,256,1401,2,63,1,1,1,0,کوی فردوس,87777000.0,3.0
257,257,1386,2,77,0,1,1,0,شهر زیبا,57792000.0,1.0
258,258,1397,3,131,1,1,1,0,سازمان برنامه,72519000.0,2.0
259,259,1375,1,56,0,1,1,0,نارمک,50000000.0,4.0
260,260,1381,2,81,0,0,1,0,نارمک,35679000.0,3.0
261,261,1395,1,63,1,1,1,0,سیدخندان,95238000.0,1.0
262,262,1381,2,106,0,1,1,0,ازگل,64150000.0,1.0
263,263,1401,2,100,1,1,1,0,مرزداران,106500000.0,1.0
264,264,1397,2,90,1,1,1,0,دارآباد,91666000.0,3.0
265,265,1396,3,200,1,1,1,0,نیاوران,115000000.0,5.0
266,266,1388,2,85,1,1,1,0,دریاچه شهدای خلیج فارس,52941000.0,6.0
267,267,1401,2,92,1,1,1,0,جیحون,42391000.0,4.0
268,268,1385,2,83,1,1,1,0,شهرک راه‌آهن,53614000.0,1.0
269,269,1386,3,145,1,1,1,0,آبشار تهران,37931000.0,4.0
270,270,1401,3,230,1,1,1,0,کن,45652000.0,6.0
271,271,1401,1,62,1,0,1,0,جی,36935000.0,1.0
272,272,1380,2,85,0,1,1,0,شهرک پرواز,70000000.0,2.0
273,273,1381,2,85,0,1,1,0,پونک,72352000.0,1.0
274,274,1390,2,82,1,1,1,0,پونک,81707000.0,3.0
275,275,1395,3,218,1,1,1,0,نیاوران,110091000.0,3.0
276,276,1401,2,101,1,1,1,0,دریاچه شهدای خلیج فارس,42079000.0,18.0
277,277,1401,2,85,1,1,1,0,دهکده المپیک، بازارچه شهرک چشمه,31700000.0,10.0
278,278,1381,1,42,0,0,1,0,جیحون، خیابان جیحون (خیابان دامپزشکی),41904000.0,1.0
279,279,1391,3,195,1,1,1,0,سعادت‌آباد,152820000.0,3.0
280,280,1386,2,102,1,1,1,0,مرزداران,73529000.0,1.0
281,281,1385,3,140,1,1,1,0,دروس، کوچه پابرجا (کوچه بصیری),85714000.0,6.0
282,282,1388,2,85,1,1,1,0,دروس,84705000.0,3.0
283,283,1400,1,63,1,1,0,0,پیروزی,39365000.0,4.0
284,284,1395,2,117,1,1,1,0,میدان ولیعصر,66239000.0,3.0
285,285,1388,1,86,1,0,1,0,سعادت‌آباد,100000000.0,1.0
286,286,1394,3,160,1,1,1,0,جنت‌آباد جنوبی,78125000.0,5.0
287,287,1386,2,105,1,1,1,0,سعادت‌آباد,95238000.0,4.0
288,288,1399,2,115,1,1,1,0,سعادت‌آباد,129130000.0,5.0
289,289,1387,3,178,1,1,1,0,نیاوران، خیابان مرجان (خ. محمودی سوم),112359000.0,1.0
290,290,1390,2,83,1,1,1,0,گیشا (کوی نصر),78313000.0,1.0
291,291,1375,2,115,1,1,1,0,یوسف‌آباد,66086000.0,5.0
292,292,1401,3,185,1,1,1,0,سعادت‌آباد,108108000.0,4.0
293,293,1401,4,343,1,1,1,0,نیاوران,145772000.0,5.0
294,294,1388,2,75,1,1,1,0,کوی فردوس,62666000.0,3.0
295,295,1396,2,103,1,1,1,0,شهرک نفت (منطقه ۵),76000000.0,6.0
296,296,1396,3,118,1,1,1,0,گیشا (کوی نصر),84745000.0,3.0
297,297,1383,3,165,1,1,1,0,نیاوران,103030000.0,5.0
298,298,1400,3,140,1,1,1,0,جنت‌آباد شمالی,73571000.0,3.0
299,299,1399,3,150,1,1,1,0,جنت‌آباد شمالی,71000000.0,3.0
300,300,1395,2,128,1,1,1,0,نیاوران,101562000.0,1.0
301,301,1400,2,85,1,1,1,0,یافت‌آباد,23529000.0,7.0
302,302,1395,2,112,1,1,1,0,جنت‌آباد مرکزی,69642000.0,5.0
303,303,1381,2,75,1,1,1,0,جنت‌آباد مرکزی,60266000.0,1.0
304,304,1383,2,94,1,1,1,0,ظفر,79787000.0,5.0
305,305,1390,2,111,1,1,1,0,کوی فردوس,63963000.0,3.0
306,306,1395,2,100,1,1,1,0,کوی فردوس,68000000.0,3.0
307,307,1385,2,70,0,0,0,0,زهتابی,22714000.0,4.0
308,308,1401,3,150,1,1,1,0,سیدخندان,95000000.0,5.0
309,309,1398,4,330,0,1,1,1,دهکده المپیک,40000000000.0,
310,310,1392,2,70,1,1,1,0,شهرک غرب، خیابان حافظی (ب. یادگار امام),107142000.0,2.0
311,311,1380,1,58,0,1,1,0,جنت‌آباد مرکزی,66379000.0,0.0
312,312,1383,1,57,0,0,0,0,بریانک,33315000.0,1.0
313,313,1384,3,110,1,1,1,0,میرداماد,81818000.0,4.0
314,314,1384,3,167,1,1,1,0,هروی,71856000.0,2.0
315,315,1398,3,160,1,1,1,0,نیاوران,140625000.0,3.0
316,316,1382,1,56,0,1,1,0,شمس‌آباد,48214000.0,4.0
317,317,1401,2,85,1,1,1,0,جنت‌آباد مرکزی,85882000.0,2.0
318,318,1385,2,71,0,1,1,0,کوی فردوس، بلوار ناصر حجازی (بزرگراه باکری),63380000.0,1.0
319,319,1395,3,148,1,1,1,0,پونک، بلوار سردار جنگل (بلوار مخبری),63175000.0,3.0
320,320,1386,2,102,1,1,1,0,ظفر,73529000.0,2.0
321,321,1385,1,49,1,0,1,0,دردشت,57142000.0,3.0
322,322,1400,3,130,1,1,1,0,مخصوص,42692000.0,3.0
323,323,1400,2,95,1,1,0,0,افسریه,47368000.0,2.0
324,324,1375,1,61,0,0,0,0,خواجه نظام الملک,32786000.0,0.0
325,325,1391,3,165,1,1,1,0,ولنجک,133333000.0,4.0
326,326,1386,1,54,1,1,1,0,یافت‌آباد,26296000.0,4.0
327,327,1388,2,102,1,1,1,0,آهنگ,52941000.0,4.0
328,328,1401,2,115,1,1,1,0,یوسف‌آباد,95652000.0,1.0
329,329,1401,2,91,1,1,1,0,یوسف‌آباد,125000000.0,2.0
330,330,1385,2,108,1,1,1,0,یوسف‌آباد,70833000.0,1.0
331,331,1401,2,112,1,1,1,0,یوسف‌آباد,105982000.0,1.0
332,332,1387,2,95,1,1,1,0,ظفر,78947000.0,2.0
333,333,1394,1,63,1,0,1,0,فلاح، خیابان بدخشان کمالی (خ. مهمان نوازان),28730000.0,2.0
334,334,1401,1,66,1,0,1,0,زنجان,60606000.0,2.0
335,335,1384,2,55,0,1,1,0,کوی فردوس,67272000.0,1.0
336,336,1401,2,105,1,1,1,0,جردن,80952000.0,4.0
337,337,1390,3,158,1,1,1,0,الهیه,158227000.0,1.0
338,338,1401,2,78,1,1,1,0,صفا,39743000.0,4.0
339,339,1384,3,196,1,1,1,0,مرزداران,64795000.0,2.0
340,340,1384,2,105,1,1,1,0,ظفر,67619000.0,1.0
341,341,1398,2,135,1,1,1,0,نیاوران,127407000.0,1.0
342,342,1380,4,440,0,1,1,1,فرمانیه,111000000000.0,
343,343,1401,2,73,1,1,1,0,میدان حر,36000000.0,3.0
344,344,1396,4,365,1,1,1,0,الهیه,342465000.0,7.0
345,345,1385,3,175,1,1,1,0,اختیاریه، خیابان شهید کلاهدوز (دولت) (خیابان دکتر شریعتی),84571000.0,2.0
346,346,1401,3,150,1,1,1,0,تهران‌سر,55966000.0,4.0
347,347,1401,2,73,1,1,1,0,شهرک آزادی,54041000.0,1.0
348,348,1401,2,118,1,1,1,0,سعادت‌آباد,131355000.0,1.0
349,349,1398,3,150,1,1,1,0,شهرک راه‌آهن,62000000.0,2.0
350,350,1394,3,127,1,1,1,0,سعادت‌آباد,82677000.0,2.0
351,351,1394,2,110,1,1,1,0,جنت‌آباد مرکزی,70909000.0,5.0
352,352,1390,2,95,1,1,1,0,مرزداران,84210000.0,3.0
353,353,1400,3,183,1,1,1,0,صادقیه,78688000.0,4.0
354,354,1395,4,280,1,1,1,0,اقدسیه,185714000.0,5.0
355,355,1392,3,140,1,1,1,0,ولنجک,134285000.0,3.0
356,356,1401,2,130,1,1,1,0,شهرک راه‌آهن، بلوار اردستانی (آزادراه تهران),36153000.0,10.0
357,357,1400,2,87,1,1,1,0,پیروزی، خیابان سوم‌نیرو‌هوایی (کنارگذر پیروزی),21264000.0,2.0
358,358,1382,2,92,1,1,1,0,ابوذر (منطقه ۱۵),42934000.0,3.0
359,359,1380,3,146,1,1,1,0,میرداماد,75342000.0,6.0
360,360,1383,3,207,1,1,1,0,پاسداران,83091000.0,3.0
361,361,1400,2,91,1,1,0,0,مرزداران,79120000.0,1.0
