,construct_year,number_of_room,size_metre,Elevator,Parking,Cage,Balcon,main_neighbourhood,price_perMetre_Tooman,floor
218,۱۳۷۱,۲,۱۳۲,0,1,1,0,فاطمی,۴۵٬۴۵۴٬۰۰۰ ,۳
219,۱۴۰۱,۲,۸۵,1,1,1,0,دردشت,۶۹٬۸۸۲٬۰۰۰ ,۲
220,۱۴۰۰,۲,۷۵,1,1,1,0,جنت‌آباد مرکزی,۷۲٬۰۰۰٬۰۰۰ ,۲
221,۱۳۸۴,۲,۹۷,1,1,1,0,جنت‌آباد مرکزی,۵۹٬۷۹۳٬۰۰۰ ,۶
222,۱۴۰۱,۲,۱۲۱,1,1,1,0,اباذر,۸۷٬۷۰۹٬۰۰۰ ,۶
223,۱۳۹۶,۱,۶۶,1,0,1,0,استاد معین,۴۱٬۳۶۳٬۰۰۰ ,۱
224,۱۴۰۰,۲,۸۰,1,1,1,0,استاد معین,۴۲٬۵۰۰٬۰۰۰ ,۱
225,۱۴۰۱,۲,۱۰۰,1,1,1,0,ازگل,۹۰٬۰۰۰٬۰۰۰ ,۳
226,۱۳۸۶,۱,۶۱,0,1,1,0,سبلان، میدان تسلیحات,۴۰٬۱۶۳٬۰۰۰ ,۲
227,۱۴۰۱,۲,۹۰,1,0,1,0,جی,۳۵٬۰۰۰٬۰۰۰ ,۱
228,۱۳۹۵,۳,۱۴۹,1,1,1,0,هروی,۹۵٬۳۰۲٬۰۰۰ ,۵
229,۱۳۸۵,۳,۱۵۵,1,1,1,0,هروی,۷۰٬۹۶۷٬۰۰۰ ,۱
230,۱۴۰۱,۲,۱۲۰,1,1,1,0,هروی,۱۰۵٬۸۳۳٬۰۰۰ ,۴
231,۱۳۹۷,۲,۹۵,1,1,1,0,دکتر هوشیار,۴۶٬۳۱۵٬۰۰۰ ,۶
232,۱۳۸۵,۳,۲۰۰,0,1,1,0,تجریش,۶۲٬۵۰۰٬۰۰۰ ,۳
233,۱۳۹۴,۱,۶۴,1,0,1,0,مخصوص,۳۶٬۷۱۸٬۰۰۰ ,۴
234,۱۳۹۲,۱,۵۶,1,1,1,0,اسکندری,۵۰٬۸۹۲٬۰۰۰ ,۴
235,۱۳۹۱,۲,۱۱۱,1,1,1,0,سعادت‌آباد، خیابان علامه شمالی (بلوار سرو شرقی),۱۱۳٬۵۱۳٬۰۰۰ ,۲
236,۱۳۹۵,۲,۹۷,1,1,1,0,استاد معین,۴۶٬۳۹۱٬۰۰۰ ,۲
237,۱۳۸۴,۲,۹۰,1,1,1,0,مرزداران,۵۶٬۶۶۶٬۰۰۰ ,۴
238,۱۳۷۹,۲,۷۰,0,1,1,0,جنت‌آباد جنوبی,۶۴٬۲۸۵٬۰۰۰ ,۱
239,۱۴۰۰,۱,۵۸,1,1,1,0,استاد معین,۴۹٬۱۳۷٬۰۰۰ ,۱
240,۱۳۸۸,۲,۱۱۰,1,1,1,0,سازمان برنامه,۶۳٬۶۳۶٬۰۰۰ ,۳
241,۱۴۰۱,۲,۱۲۰,1,1,1,0,استاد معین,۳۹٬۵۸۳٬۰۰۰ ,۴
242,۱۳۸۰,۲,۸۲,0,1,1,0,سهروردی,۶۲٬۱۹۵٬۰۰۰ ,۲
243,۱۳۹۲,۲,۸۲,1,1,1,0,پونک,۹۳٬۹۰۲٬۰۰۰ ,۴
244,۱۳۹۶,۲,۹۱,1,1,0,0,منیریه,۵۰٬۵۴۹٬۰۰۰ ,۳
245,۱۳۸۵,۱,۴۵,0,0,0,0,ائمه اطهار,۲۴٬۸۸۸٬۰۰۰ ,زی
246,۱۴۰۰,۴,۳۲۰,1,1,1,0,الهیه,۱۹۵٬۳۱۲٬۰۰۰ ,۹
247,۱۳۸۵,۳,۱۲۰,1,1,1,0,سهروردی,۶۵٬۰۰۰٬۰۰۰ ,۴
248,۱۴۰۱,۲,۱۰۸,1,1,1,0,سهروردی,۸۵٬۰۰۰٬۰۰۰ ,۴
249,۱۴۰۱,۲,۹۲,1,0,1,0,جی,۳۴٬۱۳۰٬۰۰۰ ,۱
250,۱۳۹۲,۲,۱۱۵,1,1,1,0,قیطریه,۷۶٬۹۵۶٬۰۰۰ ,۲
251,۱۴۰۱,۲,۱۲۰,1,1,1,0,مرزداران,۱۱۰٬۰۰۰٬۰۰۰ ,۸
252,۱۳۸۲,۳,۱۷۸,1,1,1,0,جردن,۹۱٬۵۷۳٬۰۰۰ ,۳
253,۱۳۹۶,۳,۱۳۰,1,1,1,0,جنت‌آباد مرکزی,۶۷٬۶۹۲٬۰۰۰ ,۱
254,۱۴۰۱,۲,۱۱۰,1,1,1,0,نیاوران، خیابان آقایی (خ. شهید باهنر),۱۳۶٬۳۶۳٬۰۰۰ ,۳
255,۱۴۰۱,۲,۱۲۵,1,1,1,0,سعادت‌آباد,۱۳۲٬۰۰۰٬۰۰۰ ,۶
256,۱۴۰۱,۲,۶۳,1,1,1,0,کوی فردوس,۸۷٬۷۷۷٬۰۰۰ ,۳
257,۱۳۸۶,۲,۷۷,0,1,1,0,شهر زیبا,۵۷٬۷۹۲٬۰۰۰ ,۱
258,۱۳۹۷,۳,۱۳۱,1,1,1,0,سازمان برنامه,۷۲٬۵۱۹٬۰۰۰ ,۲
259,۱۳۷۵,۱,۵۶,0,1,1,0,نارمک,۵۰٬۰۰۰٬۰۰۰ ,۴
260,۱۳۸۱,۲,۸۱,0,0,1,0,نارمک,۳۵٬۶۷۹٬۰۰۰ ,۳
261,۱۳۹۵,۱,۶۳,1,1,1,0,سیدخندان,۹۵٬۲۳۸٬۰۰۰ ,۱
262,۱۳۸۱,۲,۱۰۶,0,1,1,0,ازگل,۶۴٬۱۵۰٬۰۰۰ ,۱
263,۱۴۰۱,۲,۱۰۰,1,1,1,0,مرزداران,۱۰۶٬۵۰۰٬۰۰۰ ,۱
264,۱۳۹۷,۲,۹۰,1,1,1,0,دارآباد,۹۱٬۶۶۶٬۰۰۰ ,۳
265,۱۳۹۶,۳,۲۰۰,1,1,1,0,نیاوران,۱۱۵٬۰۰۰٬۰۰۰ ,۵
266,۱۳۸۸,۲,۸۵,1,1,1,0,دریاچه شهدای خلیج فارس,۵۲٬۹۴۱٬۰۰۰ ,۶
267,۱۴۰۱,۲,۹۲,1,1,1,0,جیحون,۴۲٬۳۹۱٬۰۰۰ ,۴
268,۱۳۸۵,۲,۸۳,1,1,1,0,شهرک راه‌آهن,۵۳٬۶۱۴٬۰۰۰ ,۱
269,۱۳۸۶,۳,۱۴۵,1,1,1,0,آبشار تهران,۳۷٬۹۳۱٬۰۰۰ ,۴
270,۱۴۰۱,۳,۲۳۰,1,1,1,0,کن,۴۵٬۶۵۲٬۰۰۰ ,۶
271,۱۴۰۱,۱,۶۲,1,0,1,0,جی,۳۶٬۹۳۵٬۰۰۰ ,۱
272,۱۳۸۰,۲,۸۵,0,1,1,0,شهرک پرواز,۷۰٬۰۰۰٬۰۰۰ ,۲
273,۱۳۸۱,۲,۸۵,0,1,1,0,پونک,۷۲٬۳۵۲٬۰۰۰ ,۱
274,۱۳۹۰,۲,۸۲,1,1,1,0,پونک,۸۱٬۷۰۷٬۰۰۰ ,۳
275,۱۳۹۵,۳,۲۱۸,1,1,1,0,نیاوران,۱۱۰٬۰۹۱٬۰۰۰ ,۳
276,۱۴۰۱,۲,۱۰۱,1,1,1,0,دریاچه شهدای خلیج فارس,۴۲٬۰۷۹٬۰۰۰ ,۱۸
277,۱۴۰۱,۲,۸۵,1,1,1,0,دهکده المپیک، بازارچه شهرک چشمه,۳۱٬۷۰۰٬۰۰۰ ,۱۰
278,۱۳۸۱,۱,۴۲,0,0,1,0,جیحون، خیابان جیحون (خیابان دامپزشکی),۴۱٬۹۰۴٬۰۰۰ ,۱
279,۱۳۹۱,۳,۱۹۵,1,1,1,0,سعادت‌آباد,۱۵۲٬۸۲۰٬۰۰۰ ,۳
280,۱۳۸۶,۲,۱۰۲,1,1,1,0,مرزداران,۷۳٬۵۲۹٬۰۰۰ ,۱
281,۱۳۸۵,۳,۱۴۰,1,1,1,0,دروس، کوچه پابرجا (کوچه بصیری),۸۵٬۷۱۴٬۰۰۰ ,۶
282,۱۳۸۸,۲,۸۵,1,1,1,0,دروس,۸۴٬۷۰۵٬۰۰۰ ,۳
283,۱۴۰۰,۱,۶۳,1,1,0,0,پیروزی,۳۹٬۳۶۵٬۰۰۰ ,۴
284,۱۳۹۵,۲,۱۱۷,1,1,1,0,میدان ولیعصر,۶۶٬۲۳۹٬۰۰۰ ,۳
285,۱۳۸۸,۱,۸۶,1,0,1,0,سعادت‌آباد,۱۰۰٬۰۰۰٬۰۰۰ ,۱
286,۱۳۹۴,۳,۱۶۰,1,1,1,0,جنت‌آباد جنوبی,۷۸٬۱۲۵٬۰۰۰ ,۵
287,۱۳۸۶,۲,۱۰۵,1,1,1,0,سعادت‌آباد,۹۵٬۲۳۸٬۰۰۰ ,۴
288,۱۳۹۹,۲,۱۱۵,1,1,1,0,سعادت‌آباد,۱۲۹٬۱۳۰٬۰۰۰ ,۵
289,۱۳۸۷,۳,۱۷۸,1,1,1,0,نیاوران، خیابان مرجان (خ. محمودی سوم),۱۱۲٬۳۵۹٬۰۰۰ ,۱
290,۱۳۹۰,۲,۸۳,1,1,1,0,گیشا (کوی نصر),۷۸٬۳۱۳٬۰۰۰ ,۱
291,۱۳۷۵,۲,۱۱۵,1,1,1,0,یوسف‌آباد,۶۶٬۰۸۶٬۰۰۰ ,۵
292,۱۴۰۱,۳,۱۸۵,1,1,1,0,سعادت‌آباد,۱۰۸٬۱۰۸٬۰۰۰ ,۴
293,۱۴۰۱,۴,۳۴۳,1,1,1,0,نیاوران,۱۴۵٬۷۷۲٬۰۰۰ ,۵
294,۱۳۸۸,۲,۷۵,1,1,1,0,کوی فردوس,۶۲٬۶۶۶٬۰۰۰ ,۳
295,۱۳۹۶,۲,۱۰۳,1,1,1,0,شهرک نفت (منطقه ۵),۷۶٬۰۰۰٬۰۰۰ ,۶
296,۱۳۹۶,۳,۱۱۸,1,1,1,0,گیشا (کوی نصر),۸۴٬۷۴۵٬۰۰۰ ,۳
297,۱۳۸۳,۳,۱۶۵,1,1,1,0,نیاوران,۱۰۳٬۰۳۰٬۰۰۰ ,۵
298,۱۴۰۰,۳,۱۴۰,1,1,1,0,جنت‌آباد شمالی,۷۳٬۵۷۱٬۰۰۰ ,۳
299,۱۳۹۹,۳,۱۵۰,1,1,1,0,جنت‌آباد شمالی,۷۱٬۰۰۰٬۰۰۰ ,۳
300,۱۳۹۵,۲,۱۲۸,1,1,1,0,نیاوران,۱۰۱٬۵۶۲٬۰۰۰ ,۱
301,۱۴۰۰,۲,۸۵,1,1,1,0,یافت‌آباد,۲۳٬۵۲۹٬۰۰۰ ,۷
302,۱۳۹۵,۲,۱۱۲,1,1,1,0,جنت‌آباد مرکزی,۶۹٬۶۴۲٬۰۰۰ ,۵
303,۱۳۸۱,۲,۷۵,1,1,1,0,جنت‌آباد مرکزی,۶۰٬۲۶۶٬۰۰۰ ,۱
304,۱۳۸۳,۲,۹۴,1,1,1,0,ظفر,۷۹٬۷۸۷٬۰۰۰ ,۵
305,۱۳۹۰,۲,۱۱۱,1,1,1,0,کوی فردوس,۶۳٬۹۶۳٬۰۰۰ ,۳
306,۱۳۹۵,۲,۱۰۰,1,1,1,0,کوی فردوس,۶۸٬۰۰۰٬۰۰۰ ,۳
307,۱۳۸۵,۲,۷۰,0,0,0,0,زهتابی,۲۲٬۷۱۴٬۰۰۰ ,۴
308,۱۴۰۱,۳,۱۵۰,1,1,1,0,سیدخندان,۹۵٬۰۰۰٬۰۰۰ ,۵
309,۱۳۹۸,۴,۳۳۰,0,1,1,1,دهکده المپیک,۴۰٬۰۰۰٬۰۰۰٬۰۰۰ ,ام
310,۱۳۹۲,۲,۷۰,1,1,1,0,شهرک غرب، خیابان حافظی (ب. یادگار امام),۱۰۷٬۱۴۲٬۰۰۰ ,۲
311,۱۳۸۰,۱,۵۸,0,1,1,0,جنت‌آباد مرکزی,۶۶٬۳۷۹٬۰۰۰ ,0
312,۱۳۸۳,۱,۵۷,0,0,0,0,بریانک,۳۳٬۳۱۵٬۰۰۰ ,۱
313,۱۳۸۴,۳,۱۱۰,1,1,1,0,میرداماد,۸۱٬۸۱۸٬۰۰۰ ,۴
314,۱۳۸۴,۳,۱۶۷,1,1,1,0,هروی,۷۱٬۸۵۶٬۰۰۰ ,۲
315,۱۳۹۸,۳,۱۶۰,1,1,1,0,نیاوران,۱۴۰٬۶۲۵٬۰۰۰ ,۳
316,۱۳۸۲,۱,۵۶,0,1,1,0,شمس‌آباد,۴۸٬۲۱۴٬۰۰۰ ,۴
317,۱۴۰۱,۲,۸۵,1,1,1,0,جنت‌آباد مرکزی,۸۵٬۸۸۲٬۰۰۰ ,۲
318,۱۳۸۵,۲,۷۱,0,1,1,0,کوی فردوس، بلوار ناصر حجازی (بزرگراه باکری),۶۳٬۳۸۰٬۰۰۰ ,۱
319,۱۳۹۵,۳,۱۴۸,1,1,1,0,پونک، بلوار سردار جنگل (بلوار مخبری),۶۳٬۱۷۵٬۰۰۰ ,۳
320,۱۳۸۶,۲,۱۰۲,1,1,1,0,ظفر,۷۳٬۵۲۹٬۰۰۰ ,۲
321,۱۳۸۵,۱,۴۹,1,0,1,0,دردشت,۵۷٬۱۴۲٬۰۰۰ ,۳
322,۱۴۰۰,۳,۱۳۰,1,1,1,0,مخصوص,۴۲٬۶۹۲٬۰۰۰ ,۳
323,۱۴۰۰,۲,۹۵,1,1,0,0,افسریه,۴۷٬۳۶۸٬۰۰۰ ,۲
324,۱۳۷۵,۱,۶۱,0,0,0,0,خواجه نظام الملک,۳۲٬۷۸۶٬۰۰۰ ,0
325,۱۳۹۱,۳,۱۶۵,1,1,1,0,ولنجک,۱۳۳٬۳۳۳٬۰۰۰ ,۴
326,۱۳۸۶,۱,۵۴,1,1,1,0,یافت‌آباد,۲۶٬۲۹۶٬۰۰۰ ,۴
327,۱۳۸۸,۲,۱۰۲,1,1,1,0,آهنگ,۵۲٬۹۴۱٬۰۰۰ ,۴
328,۱۴۰۱,۲,۱۱۵,1,1,1,0,یوسف‌آباد,۹۵٬۶۵۲٬۰۰۰ ,۱
329,۱۴۰۱,۲,۹۱,1,1,1,0,یوسف‌آباد,۱۲۵٬۰۰۰٬۰۰۰ ,۲
330,۱۳۸۵,۲,۱۰۸,1,1,1,0,یوسف‌آباد,۷۰٬۸۳۳٬۰۰۰ ,۱
331,۱۴۰۱,۲,۱۱۲,1,1,1,0,یوسف‌آباد,۱۰۵٬۹۸۲٬۰۰۰ ,۱
332,۱۳۸۷,۲,۹۵,1,1,1,0,ظفر,۷۸٬۹۴۷٬۰۰۰ ,۲
333,۱۳۹۴,۱,۶۳,1,0,1,0,فلاح، خیابان بدخشان کمالی (خ. مهمان نوازان),۲۸٬۷۳۰٬۰۰۰ ,۲
334,۱۴۰۱,۱,۶۶,1,0,1,0,زنجان,۶۰٬۶۰۶٬۰۰۰ ,۲
335,۱۳۸۴,۲,۵۵,0,1,1,0,کوی فردوس,۶۷٬۲۷۲٬۰۰۰ ,۱
336,۱۴۰۱,۲,۱۰۵,1,1,1,0,جردن,۸۰٬۹۵۲٬۰۰۰ ,۴
337,۱۳۹۰,۳,۱۵۸,1,1,1,0,الهیه,۱۵۸٬۲۲۷٬۰۰۰ ,۱
338,۱۴۰۱,۲,۷۸,1,1,1,0,صفا,۳۹٬۷۴۳٬۰۰۰ ,۴
339,۱۳۸۴,۳,۱۹۶,1,1,1,0,مرزداران,۶۴٬۷۹۵٬۰۰۰ ,۲
340,۱۳۸۴,۲,۱۰۵,1,1,1,0,ظفر,۶۷٬۶۱۹٬۰۰۰ ,۱
341,۱۳۹۸,۲,۱۳۵,1,1,1,0,نیاوران,۱۲۷٬۴۰۷٬۰۰۰ ,۱
342,۱۳۸۰,+۴,۴۴۰,0,1,1,1,فرمانیه,۱۱۱٬۰۰۰٬۰۰۰٬۰۰۰ ,مس
343,۱۴۰۱,۲,۷۳,1,1,1,0,میدان حر,۳۶٬۰۰۰٬۰۰۰ ,۳
344,۱۳۹۶,۴,۳۶۵,1,1,1,0,الهیه,۳۴۲٬۴۶۵٬۰۰۰ ,۷
345,۱۳۸۵,۳,۱۷۵,1,1,1,0,اختیاریه، خیابان شهید کلاهدوز (دولت) (خیابان دکتر شریعتی),۸۴٬۵۷۱٬۰۰۰ ,۲
346,۱۴۰۱,۳,۱۵۰,1,1,1,0,تهران‌سر,۵۵٬۹۶۶٬۰۰۰ ,۴
347,۱۴۰۱,۲,۷۳,1,1,1,0,شهرک آزادی,۵۴٬۰۴۱٬۰۰۰ ,۱
348,۱۴۰۱,۲,۱۱۸,1,1,1,0,سعادت‌آباد,۱۳۱٬۳۵۵٬۰۰۰ ,۱
349,۱۳۹۸,۳,۱۵۰,1,1,1,0,شهرک راه‌آهن,۶۲٬۰۰۰٬۰۰۰ ,۲
350,۱۳۹۴,۳,۱۲۷,1,1,1,0,سعادت‌آباد,۸۲٬۶۷۷٬۰۰۰ ,۲
351,۱۳۹۴,۲,۱۱۰,1,1,1,0,جنت‌آباد مرکزی,۷۰٬۹۰۹٬۰۰۰ ,۵
352,۱۳۹۰,۲,۹۵,1,1,1,0,مرزداران,۸۴٬۲۱۰٬۰۰۰ ,۳
353,۱۴۰۰,۳,۱۸۳,1,1,1,0,صادقیه,۷۸٬۶۸۸٬۰۰۰ ,۴
354,۱۳۹۵,۴,۲۸۰,1,1,1,0,اقدسیه,۱۸۵٬۷۱۴٬۰۰۰ ,۵
355,۱۳۹۲,۳,۱۴۰,1,1,1,0,ولنجک,۱۳۴٬۲۸۵٬۰۰۰ ,۳
356,۱۴۰۱,۲,۱۳۰,1,1,1,0,شهرک راه‌آهن، بلوار اردستانی (آزادراه تهران),۳۶٬۱۵۳٬۰۰۰ ,۱۰
357,۱۴۰۰,۲,۸۷,1,1,1,0,پیروزی، خیابان سوم‌نیرو‌هوایی (کنارگذر پیروزی),۲۱٬۲۶۴٬۰۰۰ ,۲
358,۱۳۸۲,۲,۹۲,1,1,1,0,ابوذر (منطقه ۱۵),۴۲٬۹۳۴٬۰۰۰ ,۳
359,۱۳۸۰,۳,۱۴۶,1,1,1,0,میرداماد,۷۵٬۳۴۲٬۰۰۰ ,۶
360,۱۳۸۳,۳,۲۰۷,1,1,1,0,پاسداران,۸۳٬۰۹۱٬۰۰۰ ,۳
361,۱۴۰۰,۲,۹۱,1,1,0,0,مرزداران,۷۹٬۱۲۰٬۰۰۰ ,۱
362,۱۳۸۵,۳,۱۹۰,1,1,1,0,پاسداران,۸۵٬۲۶۳٬۰۰۰ ,۱
363,۱۳۹۸,۴,۲۸۰,1,1,1,0,پاسداران,۱۴۲٬۱۴۲٬۰۰۰ ,۹
364,۱۳۹۷,۲,۶۵,1,1,1,0,هاشمی,۴۱٬۵۳۸٬۰۰۰ ,۲
365,۱۳۸۱,۲,۷۰,0,1,1,0,جمهوری,۴۷٬۱۴۲٬۰۰۰ ,۳
366,۱۳۹۶,۳,۲۰۰,1,1,1,0,الهیه,۱۹۵٬۰۰۰٬۰۰۰ ,۳
367,۱۳۸۵,۲,۹۶,1,1,1,0,شهرک غرب,۹۰٬۶۲۵٬۰۰۰ ,۲
368,۱۳۹۲,۲,۹۰,1,1,1,0,سعادت‌آباد,۱۰۸٬۸۸۸٬۰۰۰ ,۱
369,۱۳۸۶,۳,۱۳۶,1,1,1,0,سعادت‌آباد,۸۹٬۷۰۵٬۰۰۰ ,۳
370,۱۴۰۰,۱,۷۶,1,1,1,0,سعادت‌آباد,۱۱۳٬۸۱۵٬۰۰۰ ,۳
371,۱۳۹۳,۳,۱۷۸,1,1,1,0,دریاچه شهدای خلیج فارس,۳۹٬۸۸۷٬۰۰۰ ,۲۰
372,۱۳۹۲,۳,۱۹۵,1,1,1,0,سعادت‌آباد,۱۲۴٬۶۱۵٬۰۰۰ ,۱
373,۱۴۰۱,۳,۱۳۰,1,1,1,0,ولنجک,۱۶۰٬۰۰۰٬۰۰۰ ,۴
374,۱۳۹۲,۳,۱۴۳,1,1,1,0,نیاوران,۱۰۰٬۰۰۰٬۰۰۰ ,۶
375,۱۳۸۵,۲,۶۶,1,1,1,0,شهران شمالی,۶۶٬۶۶۶٬۰۰۰ ,۳
376,۱۳۹۸,۲,۶۹,1,1,1,0,افسریه,۴۶٬۲۳۱٬۰۰۰ ,۲
377,۱۳۹۷,۳,۱۴۶,1,1,1,0,کوی فردوس,۷۸٬۰۸۲٬۰۰۰ ,۱
378,۱۳۹۵,۲,۱۱۶,1,1,1,0,سازمان برنامه,۷۱٬۵۵۱٬۰۰۰ ,۴
379,۱۳۸۹,۳,۱۵۵,1,1,1,0,قیطریه,۹۴٬۰۰۰٬۰۰۰ ,۴
380,۱۳۸۸,۲,۱۱۷,1,1,1,0,دروس,۱۰۰٬۰۰۰٬۰۰۰ ,۲
381,۱۳۸۸,۳,۱۵۰,1,1,1,0,سعادت‌آباد,۸۸٬۰۰۰٬۰۰۰ ,۲
382,۱۴۰۱,۳,۲۷۵,1,1,1,0,سعادت‌آباد,۲۴۰٬۰۰۰٬۰۰۰ ,۳
383,۱۴۰۱,۳,۲۵۰,1,1,1,0,سعادت‌آباد,۲۲۰٬۰۰۰٬۰۰۰ ,۳
384,۱۳۸۲,۲,۱۲۰,1,1,1,0,آجودانیه,۸۸٬۳۳۳٬۰۰۰ ,۳
385,۱۳۸۶,۳,۱۱۵,0,1,1,0,ولنجک,۱۱۷٬۰۰۰٬۰۰۰ ,۲
386,۱۳۸۲,۲,۹۱,1,1,0,0,شیان,۷۱٬۴۲۸٬۰۰۰ ,۲
387,۱۳۷۶,۱,۴۵,0,0,0,0,نظام‌آباد,۳۲٬۰۰۰٬۰۰۰ ,۳
388,۱۳۸۵,۲,۱۰۷,1,0,1,0,شهر زیبا,۵۰٬۴۶۷٬۰۰۰ ,۱
389,۱۴۰۱,۴,۴۱۰,1,1,1,0,سعادت‌آباد,۲۹۲٬۶۸۲٬۰۰۰ ,۵
390,۱۴۰۱,۳,۱۷۰,1,1,1,0,سعادت‌آباد,۲۲۲٬۹۴۱٬۰۰۰ ,۸
391,۱۳۹۸,۴,۳۰۵,1,1,1,0,شهرک غرب,۱۳۷٬۷۰۴٬۰۰۰ ,۳
392,۱۴۰۱,۳,۱۵۳,1,1,1,0,شهران جنوبی,۸۰٬۰۰۰٬۰۰۰ ,۵
393,۱۴۰۱,۳,۱۵۰,1,1,1,0,میرداماد,۱۲۳٬۳۳۳٬۰۰۰ ,۱
394,۱۴۰۱,۲,۷۷,1,1,1,0,آذربایجان، کوچه زمانی (خ. طوس),۵۹٬۷۴۰٬۰۰۰ ,۲
395,۱۴۰۰,۳,۱۵۰,1,1,1,0,فرمانیه,۱۵۳٬۳۳۳٬۰۰۰ ,۴
396,۱۳۹۵,۱,۵۱,1,0,1,0,خواجه نظام الملک,۴۷٬۰۵۸٬۰۰۰ ,۱
397,۱۳۹۵,۲,۱۱۷,1,1,1,0,یوسف‌آباد,۸۷٬۱۷۹٬۰۰۰ ,۴
398,۱۳۸۳,۲,۱۰۶,0,1,1,0,امیرآباد,۵۶٬۶۰۳٬۰۰۰ ,۳
399,۱۳۸۰,۳,۲۵۰,1,1,1,0,ونک,۷۵٬۰۰۰٬۰۰۰ ,۶
400,۱۳۹۸,۲,۹۷,1,1,1,0,تهران‌سر,۵۱٬۵۴۶٬۰۰۰ ,۱
401,۱۳۹۰,۲,۱۰۵,1,1,1,0,تهرانپارس غربی,۶۰٬۰۰۰٬۰۰۰ ,۴
402,۱۳۹۵,۱,۴۷,1,0,0,0,خواجه نظام الملک,۵۳٬۱۹۱٬۰۰۰ ,۱
403,۱۳۸۸,۱,۶۰,0,0,1,0,طرشت,۵۵٬۵۰۰٬۰۰۰ ,۱
404,۱۳۹۴,۲,۹۰,1,1,1,0,جوادیه تهرانپارس,۳۹٬۴۴۴٬۰۰۰ ,۲
405,۱۴۰۱,۳,۱۵۰,1,1,1,0,سعادت‌آباد,۱۲۰٬۰۰۰٬۰۰۰ ,۲
406,۱۴۰۱,۲,۱۱۰,1,1,1,0,نیرو هوایی,۷۰٬۹۰۹٬۰۰۰ ,۴
407,۱۳۸۶,۳,۱۳۷,1,1,1,0,ونک,۱۰۳٬۰۰۰٬۰۰۰ ,۲
408,۱۳۹۴,۲,۹۰,1,1,1,0,المهدی,۷۲٬۲۲۲٬۰۰۰ ,۳
409,۱۳۸۷,۴,۱۹۰,1,1,1,0,صادقیه,۵۵٬۰۰۰٬۰۰۰ ,۴
410,۱۴۰۱,۳,۱۶۵,1,1,1,0,ولنجک,۱۴۵٬۴۵۴٬۰۰۰ ,۲
411,۱۴۰۰,۳,۱۲۵,1,1,1,0,هفت حوض، خیابان مهرانپور (خ. نارمک),۷۴٬۸۰۰٬۰۰۰ ,۱
412,۱۳۸۴,۲,۶۷,1,1,1,0,تهرانپارس غربی,۵۴٬۴۷۷٬۰۰۰ ,۱
413,۱۳۹۱,۱,۶۳,1,0,1,0,دکتر هوشیار,۵۰٬۰۰۰٬۰۰۰ ,۲
414,۱۳۹۶,۲,۶۸,1,0,1,0,هاشمی,۳۸٬۲۳۵٬۰۰۰ ,۴
415,۱۳۹۷,۲,۱۲۲,1,1,1,0,اقدسیه,۱۰۶٬۵۵۷٬۰۰۰ ,۲
416,۱۳۹۷,۲,۱۰۷,1,1,1,0,صادقیه,۷۳٬۸۳۱٬۰۰۰ ,۴
417,۱۴۰۱,۲,۹۵,1,1,1,0,دروس,۱۲۸٬۶۸۴٬۰۰۰ ,۱
418,۱۳۸۳,۲,۷۴,0,0,1,0,نارمک,۴۴٬۵۸۱٬۰۰۰ ,۳
419,۱۳۹۶,۳,۱۲۵,1,1,1,0,ابوذر (منطقه ۱۵),۵۰٬۴۰۰٬۰۰۰ ,۲
420,۱۳۷۸,۱,۴۱,0,0,0,0,نازی‌آباد,۴۱٬۴۶۳٬۰۰۰ ,0
421,۱۳۸۳,۱,۶۲,1,1,1,0,شهران جنوبی,۶۱٬۲۹۰٬۰۰۰ ,۵
422,۱۳۹۷,۳,۱۴۵,1,1,1,0,کوهک,۴۴٬۸۲۷٬۰۰۰ ,۱۰
423,۱۳۸۸,۲,۹۸,1,1,1,0,شهران جنوبی,۶۴٬۲۸۵٬۰۰۰ ,۳
424,۱۴۰۰,۱,۶۰,1,1,1,0,کوی فردوس,۷۰٬۰۰۰٬۰۰۰ ,۴
425,۱۴۰۱,۲,۵۸,1,1,1,0,زرگنده، خیابان دلیری,۱۱۰٬۰۰۰٬۰۰۰ ,۴
426,۱۴۰۱,۲,۱۰۵,1,1,1,0,میرداماد، کوچه آقا زاده فرد (خ. ظفر),۱۲۵٬۰۰۰٬۰۰۰ ,۴
427,۱۳۸۲,۳,۲۱۱,1,1,1,0,میرداماد، کنارگذر میرداماد (خ. دکتر شریعتی),۷۵٬۰۰۰٬۰۰۰ ,۳
428,۱۴۰۱,۲,۹۹,1,1,1,0,زرگنده، خیابان دلیری (بلوار دلیری),۹۰٬۹۰۹٬۰۰۰ ,۴
429,۱۳۹۰,۲,۱۰۰,1,1,1,0,دریاچه شهدای خلیج فارس,۴۶٬۰۰۰٬۰۰۰ ,۷
430,۱۳۸۳,۱,۴۹,0,0,0,0,یوسف‌آباد,۶۷٬۳۴۶٬۰۰۰ ,۱
431,۱۳۹۶,۳,۱۴۵,1,1,1,0,نیاوران، خیابان مرجان (خ. محمودی سوم),۹۸٬۶۲۰٬۰۰۰ ,۶
432,۱۳۸۷,۴,۲۱۵,1,1,1,0,جردن,۸۳٬۷۲۰٬۰۰۰ ,۵
433,۱۳۸۶,۲,۸۷,1,1,1,0,پیروزی,۳۷٬۷۰۱٬۰۰۰ ,۲
